"","Pays","Sexe","Age","Taille"
"6190","Ireland","Girls",8.7,130.6
"6191","Ireland","Girls",6.4,123
"6192","Ireland","Girls",6.6,119.4
"6193","Ireland","Girls",9.6,138.4
"6194","Ireland","Girls",15.5,166.1
"6195","Ireland","Girls",7.9,126.9
"6196","Ireland","Girls",16.9,166.6
"6197","Ireland","Girls",15.8,162.4
"6198","Ireland","Girls",15,161.9
"6199","Ireland","Girls",11.6,154.5
"6200","Ireland","Girls",6.9,124.5
"6201","Ireland","Girls",17.2,154.4
"6202","Ireland","Girls",18.2,162.5
"6203","Ireland","Girls",17.7,165.1
"6204","Ireland","Girls",5.5,116.5
"6205","Ireland","Girls",15.9,169.8
"6206","Ireland","Girls",9.6,143.2
"6207","Ireland","Girls",13.2,155.3
"6208","Ireland","Girls",15.9,162.6
"6209","Ireland","Girls",8.4,133.6
"6210","Ireland","Girls",18.7,159.9
"6211","Ireland","Girls",8.7,134.5
"6212","Ireland","Girls",15.7,159.9
"6213","Ireland","Girls",14.8,161.2
"6214","Ireland","Girls",5.6,120.1
"6215","Ireland","Girls",12,146.9
"6216","Ireland","Girls",10.6,146.4
"6217","Ireland","Girls",15.1,166.2
"6218","Ireland","Girls",6.6,123.9
"6219","Ireland","Girls",13.8,159.9
"6220","Ireland","Girls",7.8,128
"6221","Ireland","Girls",14.9,159.1
"6222","Ireland","Girls",8.1,129.4
"6223","Ireland","Girls",8.7,130.8
"6224","Ireland","Girls",15.4,164.4
"6225","Ireland","Girls",13.8,155.5
"6226","Ireland","Girls",13.3,157.7
"6227","Ireland","Girls",11.4,152.7
"6228","Ireland","Girls",8.7,134.8
"6229","Ireland","Girls",15.5,161.1
"6230","Ireland","Girls",14.8,159.4
"6231","Ireland","Girls",14.3,162.8
"6232","Ireland","Girls",6.7,126.4
"6233","Ireland","Girls",14.6,160.1
"6234","Ireland","Girls",12.1,156
"6235","Ireland","Girls",7.3,125.5
"6236","Ireland","Girls",18.6,160.3
"6237","Ireland","Girls",11.7,151.6
"6238","Ireland","Girls",6.8,122.7
"6239","Ireland","Girls",12.5,153.5
"6240","Ireland","Girls",9,137.3
"6241","Ireland","Girls",15,164.2
"6242","Ireland","Girls",11.5,156.5
"6243","Ireland","Girls",5.1,117.2
"6244","Ireland","Girls",9.5,139.3
"6245","Ireland","Girls",8.1,131.7
"6246","Ireland","Girls",14,161.4
"6247","Ireland","Girls",10.8,150.1
"6248","Ireland","Girls",6.8,124.5
"6249","Ireland","Girls",16.4,163.5
"6250","Ireland","Girls",16,162.3
"6251","Ireland","Girls",17.3,161
"6252","Ireland","Girls",11.9,147
"6253","Ireland","Girls",10.7,144.3
"6254","Ireland","Girls",5.6,117.8
"6255","Ireland","Girls",11,148.1
"6256","Ireland","Girls",16.2,164
"6257","Ireland","Girls",11.7,152.4
"6258","Ireland","Girls",17.2,168.3
"6259","Ireland","Girls",14.3,161.3
"6260","Ireland","Girls",5.3,111.6
"6261","Ireland","Girls",10.2,141.9
"6262","Ireland","Girls",6.6,119.9
"6263","Ireland","Girls",18.1,167.5
"6264","Ireland","Girls",15.4,162.6
"6265","Ireland","Girls",12.6,156.9
"6266","Ireland","Girls",9.8,145.5
"6267","Ireland","Girls",11.1,148.5
"6268","Ireland","Girls",7.1,126.1
"6269","Ireland","Girls",16.8,162.1
"6270","Ireland","Girls",14.5,158.3
"6271","Ireland","Girls",7.2,128.1
"6272","Ireland","Girls",13.4,165.3
"6273","Ireland","Girls",11.5,148.2
"6274","Ireland","Girls",8.9,132.5
"6275","Ireland","Girls",8.5,131.6
"6276","Ireland","Girls",12.5,154.2
"6277","Ireland","Girls",18.1,171.9
"6278","Ireland","Girls",14.2,163.5
"6279","Ireland","Girls",18.1,162.2
"6280","Ireland","Girls",14.9,163.4
"6281","Ireland","Girls",18.5,164.1
"6282","Ireland","Girls",15.8,160.8
"6283","Ireland","Girls",9.7,141.9
"6284","Ireland","Girls",7.1,125.2
"6285","Ireland","Girls",18.9,159.4
"6286","Ireland","Girls",12.4,159.4
"6287","Ireland","Girls",16.1,161.6
"6288","Ireland","Girls",15,164.2
"6289","Ireland","Girls",16.9,160.3
"6290","Ireland","Girls",8.3,129.6
"6291","Ireland","Girls",6.9,128.1
"6292","Ireland","Girls",9.2,134
"6293","Ireland","Girls",16.7,163.9
"6294","Ireland","Girls",12.3,152.3
"6295","Ireland","Girls",14.5,159.1
"6296","Ireland","Girls",12.8,165.2
"6297","Ireland","Girls",5.8,120.8
"6298","Ireland","Girls",9.7,139.1
"6299","Ireland","Girls",10.6,149.7
"6300","Ireland","Girls",13.3,156.4
"6301","Ireland","Girls",16.1,162.1
"6302","Ireland","Girls",14.1,163.3
"6303","Ireland","Girls",15.2,159.7
"6304","Ireland","Girls",7,124.8
"6305","Ireland","Girls",9.6,140.1
"6306","Ireland","Girls",15.1,161
"6307","Ireland","Girls",13,153.2
"6308","Ireland","Girls",17.5,165.2
"6309","Ireland","Girls",7.6,129
"6310","Ireland","Girls",18.3,170
"6311","Ireland","Girls",12.8,159.7
"6312","Ireland","Girls",15.8,161.5
"6313","Ireland","Girls",5.9,117.7
"6314","Ireland","Girls",8.4,128.5
"6315","Ireland","Girls",7.5,126.7
"6316","Ireland","Girls",14,163.6
"6317","Ireland","Girls",13.7,161.9
"6318","Ireland","Girls",18,168.1
"6319","Ireland","Girls",6.3,120
"6320","Ireland","Girls",11.5,151.5
"6321","Ireland","Girls",5.3,116.6
"6322","Ireland","Girls",5,114.6
"6323","Ireland","Girls",6.6,125.7
"6324","Ireland","Girls",11.5,151.5
"6325","Ireland","Girls",13.4,168.2
"6326","Ireland","Girls",18.6,166.3
"6327","Ireland","Girls",18.9,167
"6328","Ireland","Girls",16.6,165.8
"6329","Ireland","Girls",7.2,128.8
"6330","Ireland","Girls",5.7,119.9
"6331","Ireland","Girls",17.5,161.4
"6332","Ireland","Girls",7.9,127
"6333","Ireland","Girls",17,169.9
"6334","Ireland","Girls",7.3,130.2
"6335","Ireland","Girls",13,153.6
"6336","Ireland","Girls",16.2,158.6
"6337","Ireland","Girls",17.6,163.5
"6338","Ireland","Girls",14.4,162.3
"6339","Ireland","Girls",11.6,151.8
"6340","Ireland","Girls",10.6,146.7
"6341","Ireland","Girls",6.4,121.1
"6342","Ireland","Girls",18.8,159
"6343","Ireland","Girls",18,164.4
"6344","Ireland","Girls",9.6,135.6
"6345","Ireland","Girls",7.7,124.7
"6346","Ireland","Girls",14.4,164.5
"6347","Ireland","Girls",15.1,163.3
"6348","Ireland","Girls",6.9,121.7
"6349","Ireland","Girls",17.5,159.9
"6350","Ireland","Girls",9.6,143.3
"6351","Ireland","Girls",17.3,162.2
"6352","Ireland","Girls",7.4,129.5
"6353","Ireland","Girls",7.1,127
"6354","Ireland","Girls",6.2,123.6
"6355","Ireland","Girls",15.6,168.9
"6356","Ireland","Girls",18.9,163.6
"6357","Ireland","Girls",16.5,161.5
"6358","Ireland","Girls",15.6,163.3
"6359","Ireland","Girls",11.2,150.9
"6360","Ireland","Girls",13.3,157.4
"6361","Ireland","Girls",14.7,161.4
"6362","Ireland","Girls",14.2,163.3
"6363","Ireland","Girls",13.4,165.4
"6364","Ireland","Girls",12.2,151.2
"6365","Ireland","Girls",5.2,117.1
"6366","Ireland","Girls",18.6,160.4
"6367","Ireland","Girls",18.3,167.4
"6368","Ireland","Girls",7.1,128.1
"6369","Ireland","Girls",9.3,143.6
"6370","Ireland","Girls",16.8,164.4
"6371","Ireland","Girls",13.6,158
"6372","Ireland","Girls",15.3,158.8
"6373","Ireland","Girls",17.6,165.2
"6374","Ireland","Girls",15.5,162.9
"6375","Ireland","Girls",17,162.7
"6376","Ireland","Girls",6.7,119.1
"6377","Ireland","Girls",8.2,134.9
"6378","Ireland","Girls",10.4,140.3
"6379","Ireland","Girls",5.7,116.1
"6380","Ireland","Girls",15.8,163.6
"6381","Ireland","Girls",11.6,143.7
"6382","Ireland","Girls",10.8,142.3
"6383","Ireland","Girls",10.6,147.3
"6384","Ireland","Girls",11.6,152.3
"6385","Ireland","Girls",9.3,138.3
"6386","Ireland","Girls",17,163.2
"6387","Ireland","Girls",10.7,147.9
"6388","Ireland","Girls",7.1,126.2
"6389","Ireland","Girls",6.5,120.1
"6390","Ireland","Girls",14.3,152.9
"6391","Ireland","Girls",5,112.5
"6392","Ireland","Girls",6.8,121.1
"6393","Ireland","Girls",14.4,157.1
"6394","Ireland","Girls",11.6,148
"6395","Ireland","Girls",14.7,160.4
"6396","Ireland","Girls",13.9,163.3
"6397","Ireland","Girls",9.8,143.4
"6398","Ireland","Girls",15.1,166.9
"6399","Ireland","Girls",16.3,160.5
"6400","Ireland","Girls",6.9,128.6
"6401","Ireland","Girls",10.9,149.4
"6402","Ireland","Girls",11.1,146.6
"6403","Ireland","Girls",12.1,155.3
"6404","Ireland","Girls",5.8,119.6
"6405","Ireland","Girls",8.9,133.5
"6406","Ireland","Girls",13.6,157.3
"6407","Ireland","Girls",7.1,124
"6408","Ireland","Girls",6.7,123.4
"6409","Ireland","Girls",5.7,119.2
"6410","Ireland","Girls",10.2,148.2
"6411","Ireland","Girls",14.8,159.2
"6412","Ireland","Girls",15.3,162.1
"6413","Ireland","Girls",9.2,134
"6414","Ireland","Girls",7.4,122.5
"6415","Ireland","Girls",14.3,167.9
"6416","Ireland","Girls",10.3,144.9
"6417","Ireland","Girls",5.1,117.4
"6418","Ireland","Girls",10.6,146.7
"6419","Ireland","Girls",18.3,170.1
"6420","Ireland","Girls",8,132.6
"6421","Ireland","Girls",11.6,149.2
"6422","Ireland","Girls",15.5,162.4
"6423","Ireland","Girls",7.9,121.6
"6424","Ireland","Girls",6.1,118.7
"6425","Ireland","Girls",18.1,160.1
"6426","Ireland","Girls",8.3,136.4
"6427","Ireland","Girls",18.3,162.6
"6428","Ireland","Girls",15.9,164.3
"6429","Ireland","Girls",16.6,167.6
"6430","Ireland","Girls",7.4,129
"6431","Ireland","Girls",7.9,132.1
"6432","Ireland","Girls",9.3,136.9
"6433","Ireland","Girls",14,163.8
"6434","Ireland","Girls",9.9,141.8
"6435","Ireland","Girls",12.8,159.2
"6436","Ireland","Girls",18.9,159.5
"6437","Ireland","Girls",7.2,126.1
"6438","Ireland","Girls",9.8,143.3
"6439","Ireland","Girls",11.3,143.9
"6440","Ireland","Girls",10.5,145.5
"6441","Ireland","Girls",17.7,162.9
"6442","Ireland","Girls",10.1,140.4
"6443","Ireland","Girls",7.1,124.5
"6444","Ireland","Girls",14.2,155.9
"6445","Ireland","Girls",17.4,155.2
"6446","Ireland","Girls",7.4,124.1
"6447","Ireland","Girls",13.6,160.6
"6448","Ireland","Girls",11.1,147.8
"6449","Ireland","Girls",16.7,156.6
"6450","Ireland","Girls",18,163
"6451","Ireland","Girls",6.8,122.4
"6452","Ireland","Girls",18,158.8
"6453","Ireland","Girls",6.3,118.8
"6454","Ireland","Girls",8.5,132.3
"6455","Ireland","Girls",11.6,149.3
"6456","Ireland","Girls",13.2,159
"6457","Ireland","Girls",13.9,162.2
"6458","Ireland","Girls",7.8,131.5
"6459","Ireland","Girls",13.9,170.8
"6460","Ireland","Girls",16,160.8
"6461","Ireland","Girls",10.2,144.9
"6462","Ireland","Girls",12.9,154.4
"6463","Ireland","Girls",11.8,153
"6464","Ireland","Girls",9.9,138.2
"6465","Ireland","Girls",17.6,163.1
"6466","Ireland","Girls",15.1,164.7
"6467","Ireland","Girls",16.6,166.8
"6468","Ireland","Girls",15.7,165.8
"6469","Ireland","Girls",13.6,158.8
"6470","Ireland","Girls",8.1,129.3
"6471","Ireland","Girls",5.7,116
"6472","Ireland","Girls",15.1,161.1
"6473","Ireland","Girls",18.5,163.8
"6474","Ireland","Girls",15.6,159.2
"6475","Ireland","Girls",15.5,168.3
"6476","Ireland","Girls",9.4,133.2
"6477","Ireland","Girls",15.1,156.8
"6478","Ireland","Girls",5.6,120
"6479","Ireland","Girls",9.6,140.8
"6480","Ireland","Girls",8.9,135
"6481","Ireland","Girls",18.2,160.7
"6482","Ireland","Girls",11.7,146.1
"6483","Ireland","Girls",12.1,154.9
"6484","Ireland","Girls",18.4,165.3
"6485","Ireland","Girls",6.5,122
"6486","Ireland","Girls",17.6,162
"6487","Ireland","Girls",8.5,128.6
"6488","Ireland","Girls",9.5,137.2
"6489","Ireland","Girls",7.3,127.6
"6490","Ireland","Girls",17.3,171.1
"6491","Ireland","Girls",10.5,146.5
"6492","Ireland","Girls",6.4,121.6
"6493","Ireland","Girls",6.5,122.1
"6494","Ireland","Girls",12,159.8
"6495","Ireland","Girls",6.3,121.6
"6496","Ireland","Girls",7.4,124.6
"6497","Ireland","Girls",13.8,162.6
"6498","Ireland","Girls",18.6,164.4
"6499","Ireland","Girls",11.5,154.1
"6500","Ireland","Girls",18.5,164.5
"6501","Ireland","Girls",15.8,164
"6502","Ireland","Girls",8.1,128.7
"6503","Ireland","Girls",16.2,160.7
"6504","Ireland","Girls",8,127.4
"6505","Ireland","Girls",6,118.5
"6506","Ireland","Girls",9,136.7
"6507","Ireland","Girls",9.8,139.5
"6508","Ireland","Girls",11.8,153.8
"6509","Ireland","Girls",10.1,141.1
"6510","Ireland","Girls",8.6,138.6
"6511","Ireland","Girls",11.3,146.3
"6512","Ireland","Girls",16.5,165.3
"6513","Ireland","Girls",6.1,117
"6514","Ireland","Girls",7.6,130
"6515","Ireland","Girls",9.2,131.1
"6516","Ireland","Girls",16,162.4
"6517","Ireland","Girls",16.6,168.4
"6518","Ireland","Girls",7.9,130.1
"6519","Ireland","Girls",6.8,123.1
"6520","Ireland","Girls",13.8,161.9
"6521","Ireland","Girls",15.1,158.8
"6522","Ireland","Girls",7.6,128.5
"6523","Ireland","Girls",7.8,129.8
"6524","Ireland","Girls",15.3,169.5
"6525","Ireland","Girls",9.6,138.4
"6526","Ireland","Girls",10.7,148.6
"6527","Ireland","Girls",11.5,152.8
"6528","Ireland","Girls",14.3,166.7
"6529","Ireland","Girls",6.7,124.7
"6530","Ireland","Girls",6.5,123.8
"6531","Ireland","Girls",11.3,150.2
"6532","Ireland","Girls",16.2,162
"6533","Ireland","Girls",10.6,144
"6534","Ireland","Girls",11,147.1
"6535","Ireland","Girls",13.4,153.5
"6536","Ireland","Girls",7.3,122.7
"6537","Ireland","Girls",14.3,156.6
"6538","Ireland","Girls",14.4,164.6
"6539","Ireland","Girls",12.3,155.9
"6540","Ireland","Girls",7.7,131.8
"6541","Ireland","Girls",18.8,166.8
"6542","Ireland","Girls",15.5,165.8
"6543","Ireland","Girls",16.5,157.9
"6544","Ireland","Girls",17.8,164.1
"6545","Ireland","Girls",14.2,156.8
"6546","Ireland","Girls",5.2,114.4
"6547","Ireland","Girls",9.7,143.9
"6548","Ireland","Girls",11.1,147.3
"6549","Ireland","Girls",7.9,135.2
"6550","Ireland","Girls",18.3,166.1
"6551","Ireland","Girls",16.8,156.7
"6552","Ireland","Girls",16.4,163
"6553","Ireland","Girls",6.9,124.9
"6554","Ireland","Girls",16.5,165
"6555","Ireland","Girls",15.2,159
"6556","Ireland","Girls",18.1,165.9
"6557","Ireland","Girls",18.4,163.7
"6558","Ireland","Girls",18.6,166.7
"6559","Ireland","Girls",18.7,165.3
"6560","Ireland","Girls",16.6,160.3
"6561","Ireland","Girls",14.4,162.3
"6562","Ireland","Girls",18.1,165.9
"6563","Ireland","Girls",12.7,155.3
"6564","Ireland","Girls",7.9,129.1
"6565","Ireland","Girls",7.8,128.9
"6566","Ireland","Girls",12.6,153.9
"6567","Ireland","Girls",16.9,154.9
"6568","Ireland","Girls",10.6,146.7
"6569","Ireland","Girls",11,149.8
"6570","Ireland","Girls",10.9,153.2
"6571","Ireland","Girls",10.6,145.3
"6572","Ireland","Girls",14.9,163.5
"6573","Ireland","Girls",12.2,150.1
"6574","Ireland","Girls",8.5,132.4
"6575","Ireland","Girls",5.8,121.5
"6576","Ireland","Girls",15.1,157.6
"6577","Ireland","Girls",16.9,164.2
"6578","Ireland","Girls",12.2,157.4
"6579","Ireland","Girls",16.7,156.1
"6580","Ireland","Girls",8.4,136.4
"6581","Ireland","Girls",7.3,123.8
"6582","Ireland","Girls",12.5,154.9
"6583","Ireland","Girls",11.4,149.6
"6584","Ireland","Girls",9.2,137.7
"6585","Ireland","Girls",15.9,163.4
"6586","Ireland","Girls",12.7,154.5
"6587","Ireland","Girls",10.5,147.8
"6588","Ireland","Girls",17,166.3
"6589","Ireland","Girls",12.2,156.8
"6590","Ireland","Girls",15.1,158.7
"6591","Ireland","Girls",7.6,128.8
"6592","Ireland","Girls",5.5,118.4
"6593","Ireland","Girls",5.6,118
"6594","Ireland","Girls",11.5,148.9
"6595","Ireland","Girls",5.2,117.2
"6596","Ireland","Girls",12.3,151.2
"6597","Ireland","Girls",7.4,125.6
"6598","Ireland","Girls",17.6,161.7
"6599","Ireland","Girls",12.8,159.5
"6600","Ireland","Girls",6.2,118.1
"6601","Ireland","Girls",8.3,134.3
"6602","Ireland","Girls",6.3,120.1
"6603","Ireland","Girls",10,141.2
"6604","Ireland","Girls",14.2,162.9
"6605","Ireland","Girls",8.6,131.4
"6606","Ireland","Girls",6.8,125.3
"6607","Ireland","Girls",15.5,162.7
"6608","Ireland","Girls",13.9,159.3
"6609","Ireland","Girls",6.5,121
"6610","Ireland","Girls",18,161.1
"6611","Ireland","Girls",11,153.5
"6612","Ireland","Girls",13.2,157.9
"6613","Ireland","Girls",8.9,133
"6614","Ireland","Girls",18.3,172.6
"6615","Ireland","Girls",10.3,144
"6616","Ireland","Girls",5.1,112.4
"6617","Ireland","Girls",11.6,150.7
"6618","Ireland","Girls",15.8,165.5
"6619","Ireland","Girls",8.6,129.4
"6620","Ireland","Girls",5.3,113.4
"6621","Ireland","Girls",8.7,139.4
"6622","Ireland","Girls",5.5,115.5
"6623","Ireland","Girls",12.6,151.8
"6624","Ireland","Girls",8.1,131.6
"6625","Ireland","Girls",9.8,140.8
"6626","Ireland","Girls",18.6,161.1
"6627","Ireland","Girls",10.7,145
"6628","Ireland","Girls",18.9,163.6
"6629","Ireland","Girls",12.7,158.3
"6630","Ireland","Girls",8,129.9
"6631","Ireland","Girls",12.5,154.4
"6632","Ireland","Girls",14.2,159
"6633","Ireland","Girls",13.9,159.3
"6634","Ireland","Girls",8.8,137.7
"6635","Ireland","Girls",5.5,119.5
"6636","Ireland","Girls",18.1,164.7
"6637","Ireland","Girls",12.5,157.9
"6638","Ireland","Girls",15.4,162.4
"6639","Ireland","Girls",17.6,166.8
"6640","Ireland","Girls",15.7,159.7
"6641","Ireland","Girls",7.2,128
"6642","Ireland","Girls",14,162.9
"6643","Ireland","Girls",7.3,123.7
"6644","Ireland","Girls",17.3,160.1
"6645","Ireland","Girls",6.4,118.7
"6646","Ireland","Girls",13.8,161.6
"6647","Ireland","Girls",13.1,158.9
"6648","Ireland","Girls",18.1,170.7
"6649","Ireland","Girls",7.5,126.7
"6650","Ireland","Girls",7,125
"6651","Ireland","Girls",12.5,152.6
"6652","Ireland","Girls",12.4,157.7
"6653","Ireland","Girls",5.8,116.6
"6654","Ireland","Girls",18.2,162.5
"6655","Ireland","Girls",18.7,168.4
"6656","Ireland","Girls",8.2,129.8
"6657","Ireland","Girls",14.4,166
"6658","Ireland","Girls",9.8,144.3
"6659","Ireland","Girls",15,160
"6660","Ireland","Girls",16.1,166.8
"6661","Ireland","Girls",11.8,154.2
"6662","Ireland","Girls",13.2,151.8
"6663","Ireland","Girls",18.8,170.6
"6664","Ireland","Girls",7.5,129
"6665","Ireland","Girls",12.5,162.6
"6666","Ireland","Girls",14.9,160.4
"6667","Ireland","Girls",15.1,166.1
"6668","Ireland","Girls",8.8,133.4
"6669","Ireland","Girls",12.1,151.6
"6670","Ireland","Girls",14.9,167.4
"6671","Ireland","Girls",18.4,169.6
"6672","Ireland","Girls",6.2,119.1
"6673","Ireland","Girls",10.9,149.8
"6674","Ireland","Girls",15.8,163.4
"6675","Ireland","Girls",16.7,161.2
"6676","Ireland","Girls",12.5,154.5
"6677","Ireland","Girls",13.2,154.3
"6678","Ireland","Girls",14.8,162.7
"6679","Ireland","Girls",16,164.1
"6680","Ireland","Girls",7.6,127.2
"6681","Ireland","Girls",13.6,158
"6682","Ireland","Girls",11,144.7
"6683","Ireland","Girls",5.8,118.6
"6684","Ireland","Girls",15.5,166.7
"6685","Ireland","Girls",6.8,124.2
"6686","Ireland","Girls",7.6,129.4
"6687","Ireland","Girls",13.2,160.1
"6688","Ireland","Girls",5.5,113.7
"6689","Ireland","Girls",15.6,158.7
"6690","Ireland","Girls",14.5,160
"6691","Ireland","Girls",15.8,161.4
"6692","Ireland","Girls",10,146.6
"6693","Ireland","Girls",16.1,170.1
"6694","Ireland","Girls",12.8,157.4
"6695","Ireland","Girls",18,166.8
"6696","Ireland","Girls",16.6,158
"6697","Ireland","Girls",15.6,163.3
"6698","Ireland","Girls",11.4,145.2
"6699","Ireland","Girls",5.7,116.6
"6700","Ireland","Girls",9.3,133.7
"6701","Ireland","Girls",10.5,142.8
"6702","Ireland","Girls",18.9,164.3
"6703","Ireland","Girls",9.5,137
"6704","Ireland","Girls",12.9,154.3
"6705","Ireland","Girls",16.6,162.9
"6706","Ireland","Girls",5.6,113.5
"6707","Ireland","Girls",12.3,155.5
"6708","Ireland","Girls",13.7,161.9
"6709","Ireland","Girls",12.4,156.7
"6710","Ireland","Girls",8.8,137.7
"6711","Ireland","Girls",18.3,163.8
"6712","Ireland","Girls",5.6,117.5
"6713","Ireland","Girls",14.4,159.9
"6714","Ireland","Girls",12.1,148.2
"6715","Ireland","Girls",17.4,164.5
"6716","Ireland","Girls",18,158.8
"6717","Ireland","Girls",16.4,169.9
"6718","Ireland","Girls",5.6,114.5
"6719","Ireland","Girls",9.8,137.2
"6720","Ireland","Girls",15.2,162.4
"6721","Ireland","Girls",12.6,157.7
"6722","Ireland","Girls",5.6,114.3
"6723","Ireland","Girls",13.2,160.3
"6724","Ireland","Girls",6.5,122.1
"6725","Ireland","Girls",12.5,153.1
"6726","Ireland","Girls",16.3,162.1
"6727","Ireland","Girls",5.3,112.4
"6728","Ireland","Girls",18.4,162.2
"6729","Ireland","Girls",18.9,163.7
"6730","Ireland","Girls",6.2,120
"6731","Ireland","Girls",7.8,126.5
"6732","Ireland","Girls",7.2,126.2
"6733","Ireland","Girls",13.8,158.8
"6734","Ireland","Girls",14.6,158.1
"6735","Ireland","Girls",6.7,124.1
"6736","Ireland","Girls",13.4,149.2
"6737","Ireland","Girls",8.4,134.7
"6738","Ireland","Girls",16.6,159.7
"6739","Ireland","Girls",8.5,132.7
"6740","Ireland","Girls",18.1,164.7
"6741","Ireland","Girls",17.6,161.6
"6742","Ireland","Girls",10.6,143.2
"6743","Ireland","Girls",13,159.9
"6744","Ireland","Girls",11.1,144
"6745","Ireland","Girls",10.6,143.5
"6746","Ireland","Girls",17.4,170.3
"6747","Ireland","Girls",5.4,115.5
"6748","Ireland","Girls",18.1,163
"6749","Ireland","Girls",13.5,162.2
"6750","Ireland","Girls",8,126.8
"6751","Ireland","Girls",6.6,122.2
"6752","Ireland","Girls",9.3,139.6
"6753","Ireland","Girls",9.7,141.9
"6754","Ireland","Girls",7.6,126.7
"6755","Ireland","Girls",5.2,111.2
"6756","Ireland","Girls",11.1,151.6
"6757","Ireland","Girls",16.2,166.3
"6758","Ireland","Girls",11.7,147.5
"6759","Ireland","Girls",13.7,159.4
"6760","Ireland","Girls",17.2,160.1
"6761","Ireland","Girls",9.5,136.2
"6762","Ireland","Girls",8.2,133.5
"6763","Ireland","Girls",8.7,131.5
"6764","Ireland","Girls",8.2,129.6
"6765","Ireland","Girls",11.4,150.4
"6766","Ireland","Girls",5.8,119
"6767","Ireland","Girls",7.7,132
"6768","Ireland","Girls",18.5,168.3
"6769","Ireland","Girls",15.2,165.7
"6770","Ireland","Girls",9.3,138.3
"6771","Ireland","Girls",7.9,128.3
"6772","Ireland","Girls",16.6,162
"6773","Ireland","Girls",8.7,132.3
"6774","Ireland","Girls",18.7,162.4
"6775","Ireland","Girls",5.2,113.3
"6776","Ireland","Girls",9.9,142.7
"6777","Ireland","Girls",7.4,123.3
"6778","Ireland","Girls",13.8,166
"6779","Ireland","Girls",10.9,145.4
"6780","Ireland","Girls",15.6,163.2
"6781","Ireland","Girls",13.5,161.6
"6782","Ireland","Girls",11.7,158.7
"6783","Ireland","Girls",8.7,133.3
"6784","Ireland","Girls",9.6,138.9
"6785","Ireland","Girls",17.4,169.7
"6786","Ireland","Girls",6.8,124.6
"6787","Ireland","Girls",6.1,116.1
"6788","Ireland","Girls",5.7,123
"6789","Ireland","Girls",9.9,144.2
"6790","Ireland","Girls",16.5,166
"6791","Ireland","Girls",16.9,159.5
"6792","Ireland","Girls",14.6,158.9
"6793","Ireland","Girls",14,159.5
"6794","Ireland","Girls",17.3,155.6
"6795","Ireland","Girls",15.3,159.9
"6796","Ireland","Girls",14.8,162.4
"6797","Ireland","Girls",17,160.9
"6798","Ireland","Girls",7.9,129.5
"6799","Ireland","Girls",8.9,137.1
"6800","Ireland","Girls",10.3,148.6
"6801","Ireland","Girls",5.2,112
"6802","Ireland","Girls",14.6,163.1
"6803","Ireland","Girls",13,152.9
"6804","Ireland","Girls",7.1,125.6
"6805","Ireland","Girls",14,159.3
"6806","Ireland","Girls",15.3,163.6
"6807","Ireland","Girls",11.7,155.3
"6808","Ireland","Girls",5.2,115.2
"6809","Ireland","Girls",6.4,121.9
"6810","Ireland","Girls",13.6,156
"6811","Ireland","Girls",5.1,111.7
"6812","Ireland","Girls",6.5,122
"6813","Ireland","Girls",13.5,153.6
"6814","Ireland","Girls",15.2,166
"6815","Ireland","Girls",12.7,157.4
"6816","Ireland","Girls",10.5,146.9
"6817","Ireland","Girls",15.4,162.1
"6818","Ireland","Girls",10.8,148.6
"6819","Ireland","Girls",16.6,164.8
"6820","Ireland","Girls",17.1,164.2
"6821","Ireland","Girls",13.1,155.7
"6822","Ireland","Girls",11.7,158.5
"6823","Ireland","Girls",13.1,159.8
"6824","Ireland","Girls",15.7,160.9
"6825","Ireland","Girls",6.8,121.1
"6826","Ireland","Girls",13.6,158.9
"6827","Ireland","Girls",5.8,121.5
"6828","Ireland","Girls",11.4,149.5
"6829","Ireland","Girls",14,161.3
"6830","Ireland","Girls",14.7,166.8
"6831","Ireland","Girls",10.9,148.5
"6832","Ireland","Girls",8.4,133.5
"6833","Ireland","Girls",14.6,162
"6834","Ireland","Girls",13.7,156.1
"6835","Ireland","Girls",14.8,161
"6836","Ireland","Girls",11.6,150.6
"6837","Ireland","Girls",9.9,142.8
"6838","Ireland","Girls",14,157.3
"6839","Ireland","Girls",18.1,162.9
"6840","Ireland","Girls",15.5,166.2
"6841","Ireland","Girls",12.6,155.2
"6842","Ireland","Girls",18,167.7
"6843","Ireland","Girls",11.6,149.3
"6844","Ireland","Girls",9.8,144.1
"6845","Ireland","Girls",6.2,116.7
"6846","Ireland","Girls",17.4,168.1
"6847","Ireland","Girls",8.9,136.6
"6848","Ireland","Girls",17.7,162.2
"6849","Ireland","Girls",15.3,162.1
"6850","Ireland","Girls",6.9,127.3
"6851","Ireland","Girls",9.1,138.9
"6852","Ireland","Girls",8.7,135.9
"6853","Ireland","Girls",10.5,147.3
"6854","Ireland","Girls",8.3,128.9
"6855","Ireland","Girls",14,160.1
"6856","Ireland","Girls",9.9,139.3
"6857","Ireland","Girls",7.5,128.8
"6858","Ireland","Girls",5.2,114.6
"6859","Ireland","Girls",11.7,152.2
"6860","Ireland","Girls",17.9,169.3
"6861","Ireland","Girls",7.6,130.8
"6862","Ireland","Girls",8.9,134.8
"6863","Ireland","Girls",12.3,152.7
"6864","Ireland","Girls",10.6,150.4
"6865","Ireland","Girls",18.9,168.4
"6866","Ireland","Girls",18.4,165
